list-none-none,1,10,1,30,78494,2616
list-none-none,1,100,1,300,95015,316
list-none-none,1,1000,1,3000,3773614,1257
list-none-none,1,10000,1,30000,732707660,24423
list-none-none,1,20000,1,60000,-379403700,65259
list-i-m,12,32,1,1152,448684,389
list-d-m,12,32,1,1152,503860,437
list-il-m,12,32,1,1152,547030,474
list-dl-m,12,32,1,1152,468580,406
list-i-s,12,32,1,1152,464221,402
list-d-s,12,32,1,1152,345845,300
list-il-s,12,32,1,1152,432028,375
list-dl-s,12,32,1,1152,502303,436
list-none-none,1,1000,1,3000,3717743,1239
list-none-m,1,1000,1,3000,3744587,1248
list-none-m,2,1000,1,6000,4355970,725
list-none-m,4,1000,1,12000,7514958,626
list-none-m,8,1000,1,24000,10013511,417
list-none-m,12,1000,1,36000,9898898,274
list-none-m,16,1000,1,48000,7757848,161
list-none-m,24,1000,1,72000,14345149,199
list-none-s,1,1000,1,3000,3735486,1245
list-none-s,2,1000,1,6000,5773755,962
list-none-s,4,1000,1,12000,6226097,518
list-none-s,8,1000,1,24000,11610104,483
list-none-s,12,1000,1,36000,10439728,289
list-none-s,16,1000,1,48000,10814834,225
list-none-s,24,1000,1,72000,5029559,69
list-none-none,1,10,1,30,126388,4212
list-none-none,1,100,1,300,166804,556
list-none-none,1,1000,1,3000,3574269,1191
list-none-none,1,10000,1,30000,637017674,21233
list-none-none,1,20000,1,60000,-851987353,57382
list-i-m,12,32,1,1152,359119,311
list-d-m,12,32,1,1152,357264,310
list-il-m,12,32,1,1152,329754,286
list-dl-m,12,32,1,1152,374633,325
list-i-s,12,32,1,1152,351501,305
list-d-s,12,32,1,1152,316325,274
list-il-s,12,32,1,1152,338662,293
list-dl-s,12,32,1,1152,315197,273
list-none-none,1,1000,1,3000,3731520,1243
list-none-m,1,1000,1,3000,3608171,1202
list-none-m,2,1000,1,6000,5749937,958
list-none-m,4,1000,1,12000,6829900,569
list-none-m,8,1000,1,24000,7147088,297
list-none-m,12,1000,1,36000,6868716,190
list-none-m,16,1000,1,48000,6823858,142
list-none-m,24,1000,1,72000,7664183,106
list-none-s,1,1000,1,3000,3735894,1245
list-none-s,2,1000,1,6000,8803225,1467
list-none-s,4,1000,1,12000,13438909,1119
list-none-s,8,1000,1,24000,23517303,979
list-none-s,12,1000,1,36000,13171950,365
list-none-s,16,1000,1,48000,21328204,444
list-none-s,24,1000,1,72000,21552717,299
list-none-none,1,10,1,30,78073,2602
list-none-none,1,100,1,300,96301,321
