add-none, 4, 100, 800, 125368, 156, -71
add-none, 4, 1000, 8000, 230848, 28, -373
add-none, 4, 10000, 80000, 1061607, 13, 561
add-none, 4, 100000, 800000, 9095569, 11, -16129
add-none, 8, 100, 1600, 270928, 169, 0
add-none, 8, 1000, 16000, 242715, 15, 7
add-none, 8, 10000, 160000, 2150159, 13, 727
add-none, 8, 100000, 1600000, 20214569, 12, -13722
add-none, 12, 100, 2400, 304784, 126, 0
add-none, 12, 1000, 24000, 421544, 17, 59
add-none, 12, 10000, 240000, 3041959, 12, -78
add-none, 12, 100000, 2400000, 30056485, 12, -45031
add-yield-none, 2, 10, 40, 71869, 1796, 1
add-yield-none, 4, 10, 80, 122364, 1529, 3
add-yield-none, 8, 10, 160, 213256, 1332, 9
add-yield-none, 12, 10, 240, 295672, 1231, 8
add-yield-none, 2, 20, 80, 72039, 900, 18
add-yield-none, 4, 20, 160, 116333, 727, 0
add-yield-none, 8, 20, 320, 211677, 661, 14
add-yield-none, 12, 20, 480, 303958, 633, 12
add-yield-none, 2, 40, 160, 89160, 557, 29
add-yield-none, 4, 40, 320, 110110, 344, 54
add-yield-none, 8, 40, 640, 255247, 398, 79
add-yield-none, 12, 40, 960, 333707, 347, 174
add-yield-none, 2, 80, 320, 114162, 356, 19
add-yield-none, 4, 80, 640, 140928, 220, 121
add-yield-none, 8, 80, 1280, 246525, 192, 182
add-yield-none, 12, 80, 1920, 332638, 173, 56
add-yield-none, 2, 100, 400, 120208, 300, 37
add-yield-none, 4, 100, 800, 149967, 187, 71
add-yield-none, 8, 100, 1600, 252831, 158, 140
add-yield-none, 12, 100, 2400, 338758, 141, 307
add-yield-none, 2, 1000, 4000, 760421, 190, -31
add-yield-none, 4, 1000, 8000, 786654, 98, 81
add-yield-none, 8, 1000, 16000, 1114229, 69, 255
add-yield-none, 12, 1000, 24000, 1634815, 68, 321
add-yield-none, 2, 10000, 40000, 6688816, 167, 18
add-yield-none, 4, 10000, 80000, 7175611, 89, -83
add-yield-none, 8, 10000, 160000, 9450853, 59, 661
add-yield-none, 12, 10000, 240000, 14418916, 60, 1410
add-yield-none, 2, 100000, 400000, 64625315, 161, -1994
add-yield-none, 4, 100000, 800000, 67694104, 84, 181
add-yield-none, 8, 100000, 1600000, 100473992, 62, -24597
add-yield-none, 12, 100000, 2400000, 142248895, 59, -25230
add-none, 1, 100, 200, 153481, 767, 0
add-none, 1, 1000, 2000, 127690, 63, 0
add-none, 1, 10000, 20000, 242971, 12, 0
add-none, 1, 100000, 200000, 1652124, 8, 0
add-none, 1, 1000000, 2000000, 14861866, 7, 0
add-none, 2, 100, 400, 69757, 174, 0
add-none, 2, 1000, 4000, 89952, 22, -28
